avg_timeout_results
None
avg_selection_results
     runtime_frac  cross_acc  true_acc  diff
313      0.627475   0.972242  0.980784   0.0
314      0.629478   0.972015  0.979374   0.0
315      0.631481   0.972272  0.979962   0.0
316      0.633483   0.972233  0.980963   0.0
317      0.635486   0.972575  0.979159   0.0
318      0.637489   0.973412  0.977280   0.0
319      0.639492   0.973589  0.977363   0.0
320      0.641495   0.973749  0.974868   0.0
321      0.643498   0.974148  0.972829   0.0
322      0.645500   0.973930  0.975571   0.0
323      0.647503   0.974243  0.977513   0.0
324      0.649506   0.974408  0.975997   0.0
325      0.651509   0.974813  0.976748   0.0
326      0.653512   0.975000  0.977141   0.0
327      0.655514   0.975204  0.978493   0.0
328      0.657517   0.975436  0.979021   0.0
329      0.659520   0.975439  0.978838   0.0
330      0.661523   0.975549  0.977373   0.0
331      0.663526   0.976056  0.974948   0.0
332      0.665529   0.976547  0.973811   0.0
333      0.667531   0.976956  0.975682   0.0
334      0.669534   0.976916  0.978256   0.0
335      0.671537   0.976459  0.979228   0.0
336      0.673540   0.976686  0.979614   0.0
337      0.675543   0.977374  0.977188   0.0
338      0.677545   0.977362  0.977066   0.0
339      0.679548   0.976815  0.978507   0.0
340      0.681551   0.977202  0.981678   0.0
341      0.683554   0.977379  0.980251   0.0
342      0.685557   0.977326  0.979995   0.0
343      0.687560   0.977792  0.978448   0.0
344      0.689562   0.978254  0.979113   0.0
345      0.691565   0.978418  0.981412   0.0
346      0.693568   0.979003  0.980284   0.0
347      0.695571   0.978519  0.979513   0.0
348      0.697574   0.978236  0.978951   0.0
349      0.699577   0.978539  0.981168   0.0
350      0.701579   0.978460  0.981681   0.0
351      0.703582   0.978894  0.981481   0.0
352      0.705585   0.979153  0.981481   0.0
353      0.707588   0.978959  0.981222   0.0
354      0.709591   0.978377  0.982167   0.0
355      0.711593   0.978522  0.983208   0.0
356      0.713596   0.978551  0.985436   0.0
357      0.715599   0.978215  0.984690   0.0
358      0.717602   0.978242  0.985591   0.0
359      0.719605   0.978221  0.985759   0.0
360      0.721608   0.977991  0.986772   0.0
361      0.723610   0.977740  0.985450   0.0
362      0.725613   0.977520  0.985450   0.0
363      0.727616   0.977344  0.985946   0.0
364      0.729619   0.977329  0.986614   0.0
365      0.731622   0.977838  0.989194   0.0
366      0.733625   0.977863  0.990164   0.0
367      0.735627   0.978549  0.988717   0.0
368      0.737630   0.978783  0.989995   0.0
369      0.739633   0.978720  0.990799   0.0
370      0.741636   0.979136  0.990863   0.0
371      0.743639   0.979019  0.989828   0.0
372      0.745641   0.979513  0.988470   0.0
373      0.747644   0.979846  0.987062   0.0
374      0.749647   0.980604  0.988095   0.0
375      0.751650   0.981026  0.988095   0.0
376      0.753653   0.981170  0.988307   0.0
377      0.755656   0.981501  0.989418   0.0
378      0.757658   0.980949  0.989418   0.0
379      0.759661   0.980838  0.989418   0.0
380      0.761664   0.980260  0.989418   0.0
381      0.763667   0.980643  0.989089   0.0
382      0.765670   0.980753  0.988198   0.0
383      0.767673   0.980783  0.987180   0.0
384      0.769675   0.980971  0.986942   0.0
385      0.771678   0.980769  0.986866   0.0
386      0.773681   0.980676  0.986658   0.0
387      0.775684   0.981020  0.986276   0.0
388      0.777687   0.981213  0.986772   0.0
389      0.779689   0.981597  0.988095   0.0
390      0.781692   0.981431  0.987040   0.0
391      0.783695   0.981645  0.986880   0.0
392      0.785698   0.981727  0.986772   0.0
393      0.787701   0.981724  0.988423   0.0
394      0.789704   0.981568  0.988455   0.0
395      0.791706   0.981874  0.987239   0.0
396      0.793709   0.982281  0.986772   0.0
397      0.795712   0.982448  0.985412   0.0
398      0.797715   0.982550  0.984928   0.0
399      0.799718   0.982262  0.984496   0.0
400      0.801720   0.982490  0.987313   0.0
401      0.803723   0.982767  0.989418   0.0
402      0.805726   0.983008  0.989418   0.0
403      0.807729   0.983281  0.988271   0.0
404      0.809732   0.983784  0.988841   0.0
405      0.811735   0.984727  0.985538   0.0
406      0.813737   0.984624  0.985450   0.0
407      0.815740   0.984894  0.986133   0.0
408      0.817743   0.985070  0.988142   0.0
409      0.819746   0.984662  0.987092   0.0
410      0.821749   0.984909  0.986250   0.0
411      0.823752   0.984787  0.985489   0.0
412      0.825754   0.984583  0.985500   0.0
413      0.827757   0.985329  0.984916   0.0
414      0.829760   0.984831  0.985230   0.0
415      0.831763   0.984650  0.986123   0.0
416      0.833766   0.985333  0.986772   0.0
417      0.835768   0.985697  0.986772   0.0
418      0.837771   0.985729  0.986772   0.0
419      0.839774   0.986114  0.987564   0.0
420      0.841777   0.985511  0.988553   0.0
421      0.843780   0.985292  0.988095   0.0
422      0.845783   0.985975  0.987956   0.0
423      0.847785   0.985701  0.987037   0.0
424      0.849788   0.985639  0.986772   0.0
425      0.851791   0.985549  0.986772   0.0
426      0.853794   0.985276  0.985729   0.0
427      0.855797   0.985427  0.985450   0.0
428      0.857800   0.985035  0.985450   0.0
429      0.859802   0.985122  0.986350   0.0
430      0.861805   0.985283  0.986772   0.0
431      0.863808   0.985968  0.988037   0.0
432      0.865811   0.985723  0.990739   0.0
433      0.867814   0.985795  0.991574   0.0
434      0.869816   0.985460  0.992724   0.0
435      0.871819   0.985891  0.992063   0.0
436      0.873822   0.985954  0.991747   0.0
437      0.875825   0.985729  0.990859   0.0
438      0.877828   0.985830  0.990741   0.0
439      0.879831   0.986242  0.991019   0.0
440      0.881833   0.985810  0.994859   0.0
441      0.883836   0.986257  0.992704   0.0
442      0.885839   0.986720  0.994343   0.0
443      0.887842   0.986690  0.993978   0.0
444      0.889845   0.986480  0.995941   0.0
445      0.891847   0.986456  0.994709   0.0
446      0.893850   0.986780  0.995172   0.0
447      0.895853   0.987027  0.994709   0.0
448      0.897856   0.986940  0.994709   0.0
449      0.899859   0.986909  0.993630   0.0
450      0.901862   0.986829  0.995274   0.0
451      0.903864   0.987246  0.996430   0.0
452      0.905867   0.987406  0.997354   0.0
453      0.907870   0.987364  0.997354   0.0
454      0.909873   0.987666  0.997354   0.0
455      0.911876   0.987525  0.997754   0.0
456      0.913879   0.987910  0.998307   0.0
457      0.915881   0.988682  0.997354   0.0
458      0.917884   0.988989  0.997354   0.0
459      0.919887   0.988939  0.997160   0.0
460      0.921890   0.988833  0.996032   0.0
461      0.923893   0.988873  0.996032   0.0
462      0.925895   0.988999  0.995508   0.0
463      0.927898   0.989111  0.994053   0.0
464      0.929901   0.989718  0.993260   0.0
465      0.931904   0.990000  0.993192   0.0
466      0.933907   0.989874  0.993822   0.0
467      0.935910   0.990053  0.992258   0.0
468      0.937912   0.990077  0.993386   0.0
469      0.939915   0.990140  0.993678   0.0
470      0.941918   0.990326  0.995568   0.0
471      0.943921   0.990641  0.996032   0.0
472      0.945924   0.991160  0.995039   0.0
473      0.947927   0.991525  0.993511   0.0
474      0.949929   0.991792  0.994387   0.0
475      0.951932   0.992064  0.994709   0.0
476      0.953935   0.992164  0.994709   0.0
477      0.955938   0.992311  0.995644   0.0
478      0.957941   0.992412  0.996032   0.0
479      0.959943   0.992894  0.996032   0.0
480      0.961946   0.993477  0.995245   0.0
481      0.963949   0.994090  0.995209   0.0
482      0.965952   0.994569  0.996278   0.0
483      0.967955   0.994762  0.995063   0.0
484      0.969958   0.994705  0.995757   0.0
485      0.971960   0.994570  0.995239   0.0
486      0.973963   0.995055  0.995613   0.0
487      0.975966   0.995467  0.994549   0.0
488      0.977969   0.995547  0.994958   0.0
489      0.979972   0.996206  0.996032   0.0
490      0.981974   0.995981  0.996645   0.0
491      0.983977   0.995952  0.998664   0.0
492      0.985980   0.996010  0.997895   0.0
493      0.987983   0.996273  0.997354   0.0
494      0.989986   0.996758  0.997354   0.0
495      0.991989   0.996825  0.996637   0.0
496      0.993991   0.997145  0.998015   0.0
497      0.995994   0.997760  1.000000   0.0
498      0.997997   0.998993  1.000000   0.0
499      1.000000   1.000000  1.000000   0.0
